,id.orig_p,id.resp_p,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,flow_pkts_per_sec,down_up_ratio,fwd_header_size_max,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,flow_CWR_flag_count,fwd_pkts_payload.avg,bwd_pkts_payload.min,bwd_pkts_payload.avg,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.std,fwd_subflow_bytes,fwd_bulk_bytes,active.std,idle.tot,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,proto_icmp,proto_tcp,proto_udp,service_-,service_dhcp,service_dns,service_http,service_irc,service_mqtt,service_ntp,service_radius,service_ssh,service_ssl
28,43009,1883,32.09472,9,5,3,0.436209,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10425273.562579,25.333333,0.0,0.0,29794428.110123,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
29,41337,1883,32.098929,9,5,3,0.436152,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10428608.932638,25.333333,0.0,0.0,29802947.044373,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
30,46569,1883,32.09268,9,5,3,0.436237,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10427971.804593,24.666667,0.0,0.0,29799875.974655,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
31,46467,1883,32.064581,9,5,3,0.436619,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10422020.585082,25.333333,0.0,0.0,29783406.972885,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
32,33649,1883,32.083967,9,5,3,0.436355,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10425046.608618,25.333333,0.0,0.0,29791519.165039007,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
33,35111,1883,31.968878000000004,9,5,3,0.437926,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10464997.844039,25.333333,0.0,0.0,29870038.032532,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
34,52071,1883,31.922717,9,5,3,0.438559,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10475357.447129,25.333333,0.0,0.0,29889089.107513,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
35,60995,1883,32.052456,9,5,3,0.436784,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10424540.500337,25.333333,0.0,0.0,29787029.981613,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
36,50751,1883,31.897988,9,5,3,0.438899,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10465837.341214,25.333333,0.0,0.0,29863275.051117,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
37,38745,1883,32.075677,9,5,3,0.436468,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10433198.821393,25.333333,0.0,0.0,29814059.019089,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
38,49185,1883,31.89725,9,5,3,0.438909,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10460563.561959,25.333333,0.0,0.0,29851208.925247,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
39,47295,1883,31.933631,9,5,3,0.438409,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10457892.450462,25.333333,0.0,0.0,29848643.064499,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
40,60745,1883,31.907554,9,5,3,0.4387680000000001,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10468255.49034,25.333333,0.0,0.0,29869238.853455,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
41,53237,1883,31.929395,9,5,3,0.438467,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10466124.997255,25.333333,0.0,0.0,29867969.989777,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
42,42637,1883,32.028281,9,5,3,0.4371140000000001,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10420191.100556,25.333333,0.0,0.0,29773945.808411,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
43,34219,1883,32.099096,9,5,3,0.436149,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10436589.560929,25.333333,0.0,0.0,29823278.903961,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
44,41975,1883,31.98821,9,5,3,0.437661,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10479437.527994,25.333333,0.0,0.0,29909020.900726,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
45,33293,1883,32.125743,9,5,3,0.435788,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10427072.466791,25.333333,0.0,0.0,29802966.833115004,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
46,35285,1883,32.074138,9,5,3,0.436489,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10426684.113799,25.333333,0.0,0.0,29795946.836472,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
47,52561,1883,32.096686,9,5,3,0.436182,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10429259.859073,25.333333,0.0,0.0,29803354.024887,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
48,42461,1883,31.984844,9,5,3,0.437707,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10476356.788081,25.333333,0.0,0.0,29897463.083267,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
49,33775,1883,32.086841,9,5,3,0.436316,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10426801.449412,25.333333,0.0,0.0,29795991.897583,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
50,49599,1883,31.983325,9,5,3,0.437728,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10473075.210044,25.333333,0.0,0.0,29889672.040939003,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
51,51113,1883,32.080402,9,5,3,0.436404,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10424992.227935,25.333333,0.0,0.0,29790796.995163,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
52,56617,1883,32.068661,9,5,3,0.436563,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10423675.48253,25.333333,0.0,0.0,29787762.880325,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
53,56301,1883,31.964128,9,5,3,0.437991,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10421632.185132,25.333333,0.0,0.0,29757014.989853,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
54,38505,1883,31.975608,9,5,3,0.437834,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10472080.236636,25.333333,0.0,0.0,29885917.901993,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
55,39223,1883,31.783246,9,5,3,0.440484,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10349677.675885,25.333333,0.0,0.0,29569719.076157,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
56,60201,1883,32.004644,9,5,3,0.437437,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10418691.542265,24.666667,0.0,0.0,29768297.195435,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
57,57109,1883,32.041896,9,5,3,0.436928,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10414868.062204,24.666667,0.0,0.0,29763087.9879,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
58,32865,1883,32.176053,9,5,3,0.4351060000000001,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10455055.243011,24.666667,0.0,0.0,29878261.804581,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
59,58743,1883,32.085947,9,5,3,0.436328,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10433930.576277,25.333333,0.0,0.0,29816497.802734,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
60,59577,1883,31.851752,9,5,3,0.439536,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10412058.747683,24.666667,0.0,0.0,29722827.911377,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
61,48921,1883,32.06554000000001,9,5,3,0.4366060000000001,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10425434.439883,24.666667,0.0,0.0,29791335.105896004,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
62,44665,1883,32.089886,9,5,3,0.436275,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10426268.235877,24.666667,0.0,0.0,29795188.903809004,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
63,54621,1883,32.161187,9,5,3,0.435307,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10457875.692445,25.333333,0.0,0.0,29883947.134018,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
64,54277,1883,32.106784999999995,9,5,3,0.436045,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10479621.679785,24.666667,0.0,0.0,29921494.007111,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
65,54795,1883,31.821568,9,5,3,0.439953,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10441237.569312,24.666667,0.0,0.0,29792901.039124,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
66,54603,1883,32.010505,9,5,3,0.437356,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10391615.245983,25.333333,0.0,0.0,29699869.155884,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
67,60035,1883,32.111014000000004,9,5,3,0.435987,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10440253.980438,24.666667,0.0,0.0,29835297.822952,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
68,51887,1883,31.936792,9,5,3,0.438366,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10468626.033138,24.666667,0.0,0.0,29876209.974289,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
69,52041,1883,31.943061,9,5,3,0.43828,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10467979.521867,24.666667,0.0,0.0,29872427.940369,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
70,53151,1883,32.104615,9,5,3,0.436074,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10410285.527427,25.333333,0.0,0.0,29761011.838913,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
71,53781,1883,32.185541,9,5,3,0.434978,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10458893.17005,24.666667,0.0,0.0,29888066.053391,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
72,59303,1883,32.014301,9,5,3,0.437305,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10489622.451478,24.666667,0.0,0.0,29936398.983002003,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
73,59607,1883,32.007904,9,5,3,0.437392,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10430672.563157003,24.666667,0.0,0.0,29797966.957092,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
74,42911,1883,31.975681,9,5,3,0.437833,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10468691.566605,24.666667,0.0,0.0,29879198.074341,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
75,37111,1883,32.086663,9,5,3,0.436318,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10427104.659955,24.666667,0.0,0.0,29796669.960022,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
76,41323,1883,32.039418,9,5,3,0.436962,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10423014.410493,25.333333,0.0,0.0,29783124.923706,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
77,48297,1883,31.969656,9,5,3,0.437915,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10416884.343876,24.666667,0.0,0.0,29758960.008621003,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
78,49345,1883,31.941371000000004,9,5,3,0.438303,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10450387.323996,25.333333,0.0,0.0,29830935.001373,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
79,54895,1883,31.958635,9,5,3,0.438066,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10458268.750961,25.333333,0.0,0.0,29851133.108139,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
80,41839,1883,31.909629,9,5,3,0.4387390000000001,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10465646.17634,25.333333,0.0,0.0,29865759.849548,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
81,53367,1883,31.989669,9,5,3,0.437641,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10398340.106092,25.333333,0.0,0.0,29714992.046356,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
82,60057,1883,31.945694,9,5,3,0.438244,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10484226.09757,25.333333,0.0,0.0,29914595.842361,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
83,51135,1883,31.914567,9,5,3,0.438671,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10459699.302023,25.333333,0.0,0.0,29850471.973419,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
84,49325,1883,31.869904,9,5,3,0.439286,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10471716.983269,25.333333,0.0,0.0,29873440.980911,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
85,52165,1883,32.168209000000004,9,5,3,0.435212,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10456212.778499,25.333333,0.0,0.0,29879046.916962,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
86,49611,1883,32.023608,9,5,3,0.437177,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10492177.577356,25.333333,0.0,0.0,29942702.770233,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
87,57661,1883,31.928478,9,5,3,0.43848,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10467824.078889,25.333333,0.0,0.0,29873227.119446,0.0,64240,26847,502,0,1,0,0,0,0,0,0,1,0,0,0,0
