,id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,flow_pkts_per_sec,down_up_ratio,fwd_header_size_max,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,flow_CWR_flag_count,fwd_pkts_payload.avg,bwd_pkts_payload.min,bwd_pkts_payload.avg,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.std,fwd_subflow_bytes,fwd_bulk_bytes,active.std,idle.tot,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type
58,32865,1883,tcp,mqtt,32.176053,9,5,3,0.4351060000000001,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10455055.243011,24.666667,0.0,0.0,29878261.804581,0.0,64240,26847,502,MQTT_Publish
59,58743,1883,tcp,mqtt,32.085947,9,5,3,0.436328,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10433930.576277,25.333333,0.0,0.0,29816497.802734,0.0,64240,26847,502,MQTT_Publish
60,59577,1883,tcp,mqtt,31.851752,9,5,3,0.439536,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10412058.747683,24.666667,0.0,0.0,29722827.911377,0.0,64240,26847,502,MQTT_Publish
61,48921,1883,tcp,mqtt,32.06554000000001,9,5,3,0.4366060000000001,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10425434.439883,24.666667,0.0,0.0,29791335.105896004,0.0,64240,26847,502,MQTT_Publish
62,44665,1883,tcp,mqtt,32.089886,9,5,3,0.436275,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10426268.235877,24.666667,0.0,0.0,29795188.903809004,0.0,64240,26847,502,MQTT_Publish
63,54621,1883,tcp,mqtt,32.161187,9,5,3,0.435307,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10457875.692445,25.333333,0.0,0.0,29883947.134018,0.0,64240,26847,502,MQTT_Publish
64,54277,1883,tcp,mqtt,32.106784999999995,9,5,3,0.436045,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10479621.679785,24.666667,0.0,0.0,29921494.007111,0.0,64240,26847,502,MQTT_Publish
65,54795,1883,tcp,mqtt,31.821568,9,5,3,0.439953,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10441237.569312,24.666667,0.0,0.0,29792901.039124,0.0,64240,26847,502,MQTT_Publish
66,54603,1883,tcp,mqtt,32.010505,9,5,3,0.437356,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10391615.245983,25.333333,0.0,0.0,29699869.155884,0.0,64240,26847,502,MQTT_Publish
67,60035,1883,tcp,mqtt,32.111014000000004,9,5,3,0.435987,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10440253.980438,24.666667,0.0,0.0,29835297.822952,0.0,64240,26847,502,MQTT_Publish
68,51887,1883,tcp,mqtt,31.936792,9,5,3,0.438366,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10468626.033138,24.666667,0.0,0.0,29876209.974289,0.0,64240,26847,502,MQTT_Publish
69,52041,1883,tcp,mqtt,31.943061,9,5,3,0.43828,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10467979.521867,24.666667,0.0,0.0,29872427.940369,0.0,64240,26847,502,MQTT_Publish
70,53151,1883,tcp,mqtt,32.104615,9,5,3,0.436074,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10410285.527427,25.333333,0.0,0.0,29761011.838913,0.0,64240,26847,502,MQTT_Publish
71,53781,1883,tcp,mqtt,32.185541,9,5,3,0.434978,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10458893.17005,24.666667,0.0,0.0,29888066.053391,0.0,64240,26847,502,MQTT_Publish
72,59303,1883,tcp,mqtt,32.014301,9,5,3,0.437305,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10489622.451478,24.666667,0.0,0.0,29936398.983002003,0.0,64240,26847,502,MQTT_Publish
73,59607,1883,tcp,mqtt,32.007904,9,5,3,0.437392,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10430672.563157003,24.666667,0.0,0.0,29797966.957092,0.0,64240,26847,502,MQTT_Publish
74,42911,1883,tcp,mqtt,31.975681,9,5,3,0.437833,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10468691.566605,24.666667,0.0,0.0,29879198.074341,0.0,64240,26847,502,MQTT_Publish
75,37111,1883,tcp,mqtt,32.086663,9,5,3,0.436318,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10427104.659955,24.666667,0.0,0.0,29796669.960022,0.0,64240,26847,502,MQTT_Publish
76,41323,1883,tcp,mqtt,32.039418,9,5,3,0.436962,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10423014.410493,25.333333,0.0,0.0,29783124.923706,0.0,64240,26847,502,MQTT_Publish
77,48297,1883,tcp,mqtt,31.969656,9,5,3,0.437915,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10416884.343876,24.666667,0.0,0.0,29758960.008621003,0.0,64240,26847,502,MQTT_Publish
78,49345,1883,tcp,mqtt,31.941371000000004,9,5,3,0.438303,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10450387.323996,25.333333,0.0,0.0,29830935.001373,0.0,64240,26847,502,MQTT_Publish
79,54895,1883,tcp,mqtt,31.958635,9,5,3,0.438066,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10458268.750961,25.333333,0.0,0.0,29851133.108139,0.0,64240,26847,502,MQTT_Publish
80,41839,1883,tcp,mqtt,31.909629,9,5,3,0.4387390000000001,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10465646.17634,25.333333,0.0,0.0,29865759.849548,0.0,64240,26847,502,MQTT_Publish
81,53367,1883,tcp,mqtt,31.989669,9,5,3,0.437641,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10398340.106092,25.333333,0.0,0.0,29714992.046356,0.0,64240,26847,502,MQTT_Publish
82,60057,1883,tcp,mqtt,31.945694,9,5,3,0.438244,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10484226.09757,25.333333,0.0,0.0,29914595.842361,0.0,64240,26847,502,MQTT_Publish
83,51135,1883,tcp,mqtt,31.914567,9,5,3,0.438671,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10459699.302023,25.333333,0.0,0.0,29850471.973419,0.0,64240,26847,502,MQTT_Publish
84,49325,1883,tcp,mqtt,31.869904,9,5,3,0.439286,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10471716.983269,25.333333,0.0,0.0,29873440.980911,0.0,64240,26847,502,MQTT_Publish
85,52165,1883,tcp,mqtt,32.168209000000004,9,5,3,0.435212,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10456212.778499,25.333333,0.0,0.0,29879046.916962,0.0,64240,26847,502,MQTT_Publish
86,49611,1883,tcp,mqtt,32.023608,9,5,3,0.437177,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10492177.577356,25.333333,0.0,0.0,29942702.770233,0.0,64240,26847,502,MQTT_Publish
87,57661,1883,tcp,mqtt,31.928478,9,5,3,0.43848,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10467824.078889,25.333333,0.0,0.0,29873227.119446,0.0,64240,26847,502,MQTT_Publish
88,38211,1883,tcp,mqtt,32.050242,9,5,3,0.436814,0.555556,40,40,0,2,1,3,13,0,0,8.222222,0.0,6.0,0.0,33.0,104.0,7.428571000000002,11.229866,10424650.472472,24.666667,0.0,0.0,29787023.067474,0.0,64240,26847,502,MQTT_Publish
89,37703,1883,tcp,mqtt,31.9197,9,5,3,0.438601,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10470754.226631,25.333333,0.0,0.0,29879178.04718,0.0,64240,26847,502,MQTT_Publish
90,42623,1883,tcp,mqtt,32.064946,9,5,3,0.4366140000000001,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10424693.646686,25.333333,0.0,0.0,29789235.115051,0.0,64240,26847,502,MQTT_Publish
91,52497,1883,tcp,mqtt,31.873346999999995,9,5,3,0.439238,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10422716.66957,25.333333,0.0,0.0,29753172.874451,0.0,64240,26847,502,MQTT_Publish
92,42941,1883,tcp,mqtt,31.883792,9,5,3,0.439095,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10435402.156414,25.333333,0.0,0.0,29785449.981689,0.0,64240,26847,502,MQTT_Publish
93,41893,1883,tcp,mqtt,32.210412,9,5,3,0.434642,0.555556,40,40,0,2,1,3,13,0,0,8.444444,0.0,6.4,0.0,33.0,108.0,7.714286,11.618477,10467098.166446,25.333333,0.0,0.0,29912703.990936,0.0,64240,26847,502,MQTT_Publish
